station_id,timestamp,opc_pm1,opc_pm25,opc_pm10,opc_pm10_max,pms_pm25,temperature,humidity,pressure,rssi,snr,hub_rssi,hub_snr
4,2026-05-29 16:40:49,0.30,0.71,1.64,24.53,0.00,4.82,70.75,918.8648,-102,1.75,-102.0,1.75
4,2026-05-29 16:50:49,0.28,0.72,1.68,21.22,0.00,5.19,70.86,918.8657,-102,1.75,-102.0,1.75
4,2026-05-29 17:10:49,0.26,0.63,1.43,16.99,0.00,5.63,68.79,918.9177,-101,2.00,-101.0,2.0
4,2026-05-29 17:40:49,0.21,0.48,1.15,22.85,0.00,5.94,66.98,918.9428,-102,1.25,-102.0,1.25
4,2026-05-29 17:50:49,0.22,0.55,1.20,10.90,0.00,5.69,67.80,918.9244,-103,1.50,-103.0,1.5
4,2026-05-29 18:30:49,0.19,0.43,0.83,22.03,0.00,6.01,64.77,918.8532,-104,0.75,-104.0,0.75
4,2026-05-29 19:00:49,0.17,0.42,1.21,19.40,0.00,6.67,60.76,918.9349,-103,2.00,-103.0,2.0
4,2026-05-29 19:10:49,0.19,0.43,1.74,31.62,0.00,7.07,59.64,918.9876,-104,2.75,-104.0,2.75
4,2026-05-29 19:20:49,0.18,0.45,1.11,17.42,0.00,6.92,61.10,919.0225,-104,1.75,-104.0,1.75
4,2026-05-29 20:20:49,0.18,0.43,1.59,28.79,0.00,6.12,59.47,919.3443,-105,-0.75,-105.0,-0.75
4,2026-05-29 21:10:49,0.28,0.55,0.87,18.59,0.00,5.96,62.00,919.4794,-104,1.50,-104.0,1.5
4,2026-05-29 21:40:49,0.21,0.45,1.15,33.76,0.00,6.27,56.62,919.4647,-103,2.25,-103.0,2.25
4,2026-05-29 21:50:49,0.17,0.37,0.96,17.34,0.00,5.87,57.53,919.5750,-104,1.25,-104.0,1.25
4,2026-05-29 22:00:49,0.15,0.31,0.82,15.61,0.00,5.62,58.32,919.6352,-103,3.00,-103.0,3.0
4,2026-05-29 22:10:49,0.18,0.40,1.03,27.86,0.00,5.94,56.03,919.7477,-102,2.00,-102.0,2.0
4,2026-05-29 22:40:49,0.26,0.59,1.17,12.85,0.00,5.87,63.53,919.9504,-102,2.00,-102.0,2.0
4,2026-05-29 23:50:49,0.20,0.41,1.09,28.30,0.00,4.28,66.31,920.3175,-104,0.25,-104.0,0.25
4,2026-05-30 00:10:49,0.23,0.46,0.71,6.62,0.00,4.97,63.96,920.2343,-102,2.00,-102.0,2.0
4,2026-05-30 00:20:49,0.20,0.41,1.01,24.92,0.00,5.38,61.39,920.2175,-103,1.75,-103.0,1.75
4,2026-05-30 00:30:49,0.24,0.49,1.62,29.23,0.00,4.83,63.24,920.2611,-102,2.00,-102.0,2.0
4,2026-05-30 00:50:49,0.25,0.56,1.66,35.26,0.00,3.89,68.26,920.4495,-102,2.50,-102.0,2.5
4,2026-05-30 01:50:49,0.26,0.57,1.44,29.56,0.00,3.60,69.31,920.6026,-102,2.00,-102.0,2.0
4,2026-05-30 02:00:49,0.28,0.70,2.78,32.87,0.00,3.37,70.92,920.6490,-102,1.00,-102.0,1.0
4,2026-05-30 03:10:49,0.31,1.33,3.95,22.60,0.00,3.80,67.50,920.8809,-102,1.50,-102.0,1.5
4,2026-05-30 03:20:49,0.26,0.90,3.55,26.90,0.00,3.22,69.49,920.9108,-101,2.50,-101.0,2.5
4,2026-05-30 04:10:49,0.34,1.40,4.73,32.39,0.00,3.46,69.47,921.0575,-103,0.50,-103.0,0.5
4,2026-05-30 04:30:49,0.33,1.51,4.30,24.65,0.00,3.27,68.65,921.0106,-102,1.00,-102.0,1.0
4,2026-05-30 05:00:49,0.37,1.71,5.41,29.91,0.00,2.86,70.40,921.1051,-103,0.50,-103.0,0.5
4,2026-05-30 05:30:49,0.34,1.38,4.32,23.11,0.00,3.15,68.87,921.2572,-104,1.00,-104.0,1.0
4,2026-05-30 05:50:49,0.35,1.57,5.45,87.42,0.00,3.17,69.16,921.3892,-103,1.75,-103.0,1.75
4,2026-05-30 06:40:49,0.31,1.21,3.72,33.57,0.00,3.11,67.54,921.7542,-104,1.75,-104.0,1.75
4,2026-05-30 06:50:49,0.32,1.22,3.83,33.69,0.00,3.31,67.09,921.6546,-103,1.00,-103.0,1.0
4,2026-05-30 07:00:49,0.31,1.20,3.68,36.39,0.00,3.71,66.93,921.8350,-104,0.50,-104.0,0.5
4,2026-05-30 07:10:49,0.35,1.33,4.26,41.78,0.00,3.76,67.00,921.9326,-102,1.00,-102.0,1.0
4,2026-05-30 07:20:49,0.31,1.07,2.73,14.84,0.00,3.37,67.38,921.8406,-103,0.75,-103.0,0.75
4,2026-05-30 07:30:49,0.31,1.20,3.37,40.73,0.00,3.83,65.70,921.9411,-103,1.75,-103.0,1.75
4,2026-05-30 07:40:49,0.29,1.08,2.94,20.46,0.00,3.99,65.68,921.9848,-102,1.50,-102.0,1.5
4,2026-05-30 08:00:49,0.26,1.07,2.79,14.96,0.00,5.34,61.14,922.2873,-100,3.00,-100.0,3.0
4,2026-05-30 08:20:49,0.25,0.93,2.12,18.10,0.00,5.41,59.78,922.3312,-101,2.50,-101.0,2.5
4,2026-05-30 08:30:49,0.25,1.00,3.79,185.36,0.00,5.13,61.24,922.2841,-100,2.25,-100.0,2.25
4,2026-05-30 08:40:49,0.27,1.02,2.90,34.67,0.00,5.73,60.05,922.3290,-101,2.00,-101.0,2.0
4,2026-05-30 09:00:49,0.24,1.02,3.64,32.57,0.00,5.83,58.05,922.4425,-101,1.75,-101.0,1.75
4,2026-05-30 09:10:49,0.27,1.07,2.91,22.83,0.00,5.75,60.28,922.5173,-101,2.75,-101.0,2.75
4,2026-05-30 09:20:49,0.22,0.81,1.74,10.03,0.00,6.74,56.31,922.6790,-100,3.50,-100.0,3.5
4,2026-05-30 09:30:49,0.22,0.77,1.88,18.38,0.00,5.90,57.62,922.7452,-99,3.50,-99.0,3.5
4,2026-05-30 09:40:49,0.22,0.85,1.87,13.72,0.00,5.73,57.54,922.8085,-100,2.50,-100.0,2.5
4,2026-05-30 09:50:49,0.21,0.83,2.35,23.19,0.00,5.73,56.47,922.8957,-100,2.75,-100.0,2.75
4,2026-05-30 10:00:49,0.23,0.83,2.76,29.67,0.00,5.35,58.87,922.9262,-101,2.75,-101.0,2.75
4,2026-05-30 10:20:49,0.27,0.97,2.69,20.17,0.00,5.22,61.76,923.2432,-100,3.25,-100.0,3.25
4,2026-05-30 10:30:49,0.24,0.85,1.96,19.37,0.00,5.26,62.55,923.2969,-100,2.50,-100.0,2.5
4,2026-05-30 10:40:49,0.27,0.96,3.10,34.88,0.00,5.63,60.49,923.3709,-100,3.25,-100.0,3.25
4,2026-05-30 10:50:49,0.23,0.81,2.27,29.58,0.00,6.04,58.97,923.4392,-100,3.25,-100.0,3.25
4,2026-05-30 11:00:49,0.20,0.61,1.62,17.89,0.00,6.66,56.03,923.3732,-101,3.50,-101.0,3.5
4,2026-05-30 11:10:49,0.20,0.64,1.62,27.95,0.00,6.87,54.28,923.3779,-101,2.00,-101.0,2.0
4,2026-05-30 11:30:49,0.21,0.64,1.62,34.54,0.00,6.35,55.98,923.5045,-101,3.50,-101.0,3.5
4,2026-05-30 11:40:49,0.19,0.61,1.41,11.04,0.00,6.20,56.45,923.5204,-102,1.25,-102.0,1.25
4,2026-05-30 11:50:49,0.19,0.63,1.86,24.57,0.00,5.30,61.19,923.6303,-101,3.00,-101.0,3.0
4,2026-05-30 12:10:49,0.22,0.82,3.48,41.25,0.00,5.37,62.45,923.8376,-101,3.00,-101.0,3.0
4,2026-05-30 12:20:49,0.19,0.86,3.00,31.90,0.00,6.19,60.84,923.9441,-100,3.25,-100.0,3.25
4,2026-05-30 12:30:49,0.31,2.17,14.70,186.00,0.00,5.84,61.62,924.0370,-102,2.50,-102.0,2.5
4,2026-05-30 12:50:49,0.22,1.03,5.71,53.34,0.00,5.63,63.18,924.1932,-101,2.75,-101.0,2.75
