station_id,timestamp,opc_pm1,opc_pm25,opc_pm10,opc_pm10_max,pms_pm25,temperature,humidity,pressure,rssi,snr,hub_rssi,hub_snr
4,2026-05-31 21:40:48,4.43,53.71,240.05,327.67,17.73,11.91,26.94,934.9209,-102,2.50,-102.0,2.5
4,2026-05-31 22:10:48,3.11,36.41,175.78,327.67,0.00,9.71,32.15,935.1687,-102,2.75,-102.0,2.75
4,2026-05-31 22:20:48,8.44,109.05,327.67,327.67,0.00,9.32,34.05,935.2689,-103,2.00,-103.0,2.0
4,2026-05-31 22:40:48,1.71,19.79,96.38,327.67,0.00,8.38,35.94,935.6169,-102,2.25,-102.0,2.25
4,2026-05-31 22:50:48,2.16,26.47,134.71,327.67,0.00,8.38,37.68,935.7866,-105,0.50,-105.0,0.5
4,2026-05-31 23:10:48,3.64,44.54,233.84,327.67,0.00,7.56,38.67,936.0574,-105,1.50,-105.0,1.5
4,2026-05-31 23:50:48,1.93,23.45,121.65,327.67,0.00,6.94,40.40,936.6681,-105,2.00,-105.0,2.0
4,2026-06-01 00:30:48,0.59,5.37,35.01,327.67,0.00,6.32,42.24,937.2281,-105,0.00,-105.0,0.0
4,2026-06-01 00:40:48,0.39,3.18,18.23,117.46,0.02,6.13,42.78,937.3011,-105,2.00,-105.0,2.0
4,2026-06-01 01:00:48,2.17,27.24,144.88,327.67,0.00,5.80,43.62,937.5217,-103,1.50,-103.0,1.5
4,2026-06-01 01:20:48,2.87,39.24,228.59,327.67,0.00,5.23,45.47,937.7147,-102,1.75,-102.0,1.75
4,2026-06-01 01:40:48,2.68,35.95,209.10,327.67,0.00,5.72,43.45,937.9287,-104,1.25,-104.0,1.25
4,2026-06-01 02:00:48,2.14,28.10,150.80,327.67,0.00,5.20,44.94,938.1830,-103,2.75,-103.0,2.75
4,2026-06-01 02:10:48,1.82,23.58,129.95,327.67,0.00,5.00,45.64,938.2723,-106,0.00,-106.0,0.0
4,2026-06-01 02:30:48,4.15,57.24,313.65,327.67,0.00,4.84,46.03,938.3168,-103,1.75,-103.0,1.75
4,2026-06-01 02:50:48,2.84,36.00,191.23,327.67,0.00,4.71,46.44,938.4967,-103,2.75,-103.0,2.75
4,2026-06-01 03:00:48,1.25,16.07,90.97,327.67,0.00,4.60,46.68,938.6107,-103,2.00,-103.0,2.0
4,2026-06-01 03:50:48,0.93,11.21,66.18,327.67,0.00,4.47,46.80,939.0064,-104,2.50,-104.0,2.5
4,2026-06-01 04:20:48,0.19,0.75,4.70,64.23,0.00,4.62,46.75,939.2189,-101,2.50,-101.0,2.5
4,2026-06-01 04:30:48,0.20,0.62,8.32,327.67,0.00,4.66,46.77,939.2791,-103,2.75,-103.0,2.75
4,2026-06-01 04:40:48,0.19,0.60,2.49,33.06,0.00,4.65,46.60,939.3171,-104,2.75,-104.0,2.75
4,2026-06-01 04:50:48,0.20,0.66,2.53,26.54,0.18,4.51,47.23,939.4329,-103,2.00,-103.0,2.0
4,2026-06-01 05:30:48,0.46,5.10,37.51,327.67,0.00,3.97,49.94,939.5142,-105,0.75,-105.0,0.75
4,2026-06-01 06:20:48,0.20,0.55,2.19,24.68,0.00,5.94,46.04,939.8229,-102,3.00,-102.0,3.0
4,2026-06-01 06:30:48,0.20,0.61,2.55,25.28,0.00,5.81,46.53,939.8867,-102,2.00,-102.0,2.0
4,2026-06-01 06:40:48,0.18,0.59,2.31,26.58,0.00,4.82,49.40,939.9193,-102,2.50,-102.0,2.5
4,2026-06-01 07:00:48,0.18,0.54,2.34,29.44,1.58,5.51,47.56,939.9967,-104,1.75,-104.0,1.75
4,2026-06-01 07:20:48,0.17,0.47,1.84,37.94,0.00,7.11,43.21,940.1253,-102,2.50,-102.0,2.5
4,2026-06-01 07:40:48,0.15,0.49,1.94,38.16,0.00,9.18,37.93,940.1726,-102,2.75,-102.0,2.75
4,2026-06-01 08:10:48,0.14,0.49,2.08,46.45,0.00,10.36,35.77,940.5414,-102,2.25,-102.0,2.25
4,2026-06-01 08:20:48,0.13,0.36,1.18,23.16,1.64,10.06,35.64,940.5946,-101,2.50,-101.0,2.5
4,2026-06-01 08:30:48,0.14,0.44,2.10,26.30,2.42,9.74,36.03,940.6131,-103,2.50,-103.0,2.5
4,2026-06-01 08:40:48,0.29,2.48,10.59,190.86,0.05,10.36,34.60,940.4833,-103,2.75,-103.0,2.75
4,2026-06-01 09:00:48,0.12,0.33,1.70,25.13,0.00,11.76,31.72,940.7032,-103,1.25,-103.0,1.25
4,2026-06-01 09:10:48,0.14,0.40,1.42,22.53,5.18,11.21,33.06,940.7232,-101,3.50,-101.0,3.5
4,2026-06-01 09:20:48,0.13,0.48,1.86,26.51,0.44,12.28,30.77,940.6754,-102,2.75,-102.0,2.75
4,2026-06-01 09:30:48,0.11,0.36,1.64,25.88,0.00,12.89,28.51,940.6923,-103,3.50,-103.0,3.5
4,2026-06-01 09:50:48,0.13,0.35,1.54,34.06,0.00,12.97,28.06,940.5448,-104,1.50,-104.0,1.5
4,2026-06-01 10:00:48,0.11,0.31,1.08,24.30,0.00,13.60,26.94,940.4772,-102,3.50,-102.0,3.5
4,2026-06-01 10:10:48,0.13,0.33,1.13,22.80,0.00,13.84,26.60,940.4730,-102,4.25,-102.0,4.25
4,2026-06-01 10:20:48,0.10,0.28,1.33,22.01,0.00,14.21,26.09,940.4587,-101,3.75,-101.0,3.75
4,2026-06-01 10:30:48,0.10,0.25,1.56,38.31,0.00,14.44,25.44,940.3309,-103,3.50,-103.0,3.5
4,2026-06-01 10:40:48,0.11,0.28,1.03,17.90,0.00,14.47,24.55,940.2745,-102,3.50,-102.0,3.5
4,2026-06-01 10:50:48,0.10,0.30,0.84,12.22,0.00,14.45,24.71,940.2507,-103,2.50,-103.0,2.5
4,2026-06-01 11:00:48,0.11,0.36,1.47,51.68,0.05,15.10,23.52,940.2104,-103,2.75,-103.0,2.75
4,2026-06-01 11:10:48,0.10,0.30,1.08,24.85,0.00,15.12,23.51,940.2004,-103,2.75,-103.0,2.75
4,2026-06-01 11:20:48,0.09,0.24,1.50,27.01,0.00,15.92,22.58,940.1215,-102,2.50,-102.0,2.5
4,2026-06-01 11:30:48,0.09,0.24,1.72,32.05,0.72,15.86,22.84,940.0361,-103,1.75,-103.0,1.75
4,2026-06-01 11:40:48,0.11,0.34,2.26,61.68,0.00,16.10,22.53,939.9350,-103,2.75,-103.0,2.75
4,2026-06-01 12:00:48,0.10,0.26,1.37,30.21,0.00,16.03,22.56,939.6845,-102,3.25,-102.0,3.25
4,2026-06-01 12:10:48,0.10,0.25,1.21,25.63,0.00,16.90,21.29,939.6640,-101,3.00,-101.0,3.0
4,2026-06-01 12:20:48,0.10,0.27,1.28,39.30,0.00,16.80,21.12,939.6337,-103,3.75,-103.0,3.75
4,2026-06-01 12:30:48,0.10,0.28,1.14,27.21,0.00,17.07,21.15,939.6067,-104,3.00,-104.0,3.0
4,2026-06-01 12:40:48,0.11,0.42,2.41,48.01,0.00,17.34,20.39,939.6086,-101,3.50,-101.0,3.5
4,2026-06-01 13:00:48,0.09,0.20,1.16,24.22,0.00,17.38,21.05,939.4405,-104,1.75,-104.0,1.75
4,2026-06-01 13:10:48,0.14,0.88,4.11,111.42,0.00,18.42,19.93,939.2959,-102,2.75,-102.0,2.75
4,2026-06-01 13:20:48,0.40,3.71,17.80,327.67,0.00,17.90,20.33,939.3260,-104,3.00,-104.0,3.0
4,2026-06-01 13:40:48,0.96,10.54,49.79,327.67,0.08,18.72,20.23,939.2042,-104,2.25,-104.0,2.25
4,2026-06-01 13:50:48,0.12,0.42,2.09,46.14,0.00,18.55,20.32,939.1361,-100,3.75,-100.0,3.75
4,2026-06-01 14:00:48,0.15,0.74,4.66,133.17,0.00,19.13,20.14,939.1368,-99,4.75,-99.0,4.75
4,2026-06-01 14:10:48,0.16,0.89,6.34,187.77,0.00,19.53,19.98,939.0773,-103,2.75,-103.0,2.75
4,2026-06-01 14:20:48,0.10,0.21,0.77,29.09,0.00,20.53,19.02,939.0804,-101,4.00,-101.0,4.0
4,2026-06-01 14:30:48,0.11,0.28,1.17,41.30,0.00,20.67,18.85,938.9720,-102,5.75,-102.0,5.75
4,2026-06-01 14:40:48,0.12,0.29,1.37,35.85,0.00,21.53,18.67,938.8541,-101,4.50,-101.0,4.5
4,2026-06-01 14:50:48,0.12,0.28,1.13,30.47,0.00,22.54,17.48,938.7254,-104,2.75,-104.0,2.75
4,2026-06-01 15:00:48,0.11,0.22,0.86,20.72,0.00,22.45,16.81,938.6225,-104,3.25,-104.0,3.25
4,2026-06-01 15:10:48,0.12,0.24,0.76,19.62,0.00,23.98,15.93,938.4690,-100,4.50,-100.0,4.5
4,2026-06-01 15:20:48,0.11,0.24,1.16,23.38,0.00,23.79,15.71,938.4299,-102,4.50,-102.0,4.5
4,2026-06-01 15:30:48,0.37,3.65,22.91,327.67,0.00,22.71,16.63,938.2378,-102,3.25,-102.0,3.25
4,2026-06-01 15:40:48,0.10,0.21,0.98,25.48,0.00,21.86,17.23,938.2569,-104,4.25,-104.0,4.25
4,2026-06-01 15:50:48,0.14,0.52,3.05,65.21,0.00,23.50,16.38,938.2145,-103,4.00,-103.0,4.0
4,2026-06-01 16:00:48,0.11,0.34,2.41,35.19,0.00,23.23,15.84,938.1755,-101,4.75,-101.0,4.75
4,2026-06-01 16:10:48,0.22,1.24,6.26,135.47,0.00,22.84,16.56,938.0151,-103,3.50,-103.0,3.5
4,2026-06-01 16:20:48,0.67,6.53,34.15,327.67,0.00,22.38,16.51,937.9212,-103,4.25,-103.0,4.25
4,2026-06-01 16:30:48,0.72,8.19,49.51,327.67,0.00,22.44,16.53,937.7743,-106,0.50,-106.0,0.5
4,2026-06-01 16:40:48,1.38,15.17,91.45,327.67,0.00,22.00,17.30,937.6393,-101,4.75,-101.0,4.75
4,2026-06-01 16:50:48,1.47,16.29,75.60,327.67,0.00,22.16,16.74,937.5483,-103,3.25,-103.0,3.25
4,2026-06-01 17:00:48,5.24,59.13,312.26,327.67,0.00,21.24,17.54,937.3996,-103,2.00,-103.0,2.0
4,2026-06-01 17:20:48,2.43,25.48,130.13,327.67,0.00,21.97,16.57,937.3332,-104,3.00,-104.0,3.0
4,2026-06-01 17:30:48,0.80,7.86,41.80,327.67,0.00,22.30,16.45,937.2754,-101,3.25,-101.0,3.25
4,2026-06-01 17:40:48,2.39,24.71,112.03,327.67,0.00,22.45,16.59,937.1383,-103,2.50,-103.0,2.5
4,2026-06-01 17:50:48,2.25,22.63,99.49,327.67,0.00,22.56,16.68,937.0392,-102,3.75,-102.0,3.75
4,2026-06-01 18:00:48,3.98,42.61,213.02,327.67,0.00,21.98,17.25,936.8702,-102,3.50,-102.0,3.5
4,2026-06-01 18:10:48,3.84,39.75,171.67,327.67,0.00,21.91,17.52,936.7948,-104,2.75,-104.0,2.75
4,2026-06-01 18:20:48,2.79,29.46,132.30,327.67,0.00,22.10,17.11,936.7610,-102,2.75,-102.0,2.75
4,2026-06-01 18:30:48,1.74,17.79,93.55,327.67,0.00,21.75,17.56,936.7225,-103,2.25,-103.0,2.25
4,2026-06-01 18:40:48,5.23,53.55,228.26,327.67,0.00,21.76,17.48,936.5846,-101,3.75,-101.0,3.75
4,2026-06-01 18:50:48,3.38,34.43,152.59,327.67,0.00,21.75,18.10,936.5892,-101,3.00,-101.0,3.0
4,2026-06-01 19:00:48,2.51,25.94,114.40,327.67,0.00,21.24,18.52,936.5713,-102,3.00,-102.0,3.0
4,2026-06-01 19:10:48,4.40,46.06,214.05,327.67,0.00,21.74,18.32,936.3931,-101,2.75,-101.0,2.75
4,2026-06-01 19:20:48,2.58,26.25,118.75,327.67,0.00,21.86,18.27,936.3484,-103,2.50,-103.0,2.5
4,2026-06-01 19:30:48,5.83,59.08,284.51,327.67,0.00,21.01,18.91,936.1815,-101,4.50,-101.0,4.5
4,2026-06-01 19:40:48,8.58,91.44,327.67,327.67,0.00,20.98,19.12,936.0729,-102,4.25,-102.0,4.25
4,2026-06-01 20:00:48,5.63,57.07,245.70,327.67,0.00,20.57,19.51,935.9760,-101,4.00,-101.0,4.0
4,2026-06-01 20:10:48,7.73,80.54,327.67,327.67,0.00,20.21,20.12,935.9311,-101,3.25,-101.0,3.25
4,2026-06-01 20:20:48,9.00,92.86,327.67,327.67,0.00,19.33,20.67,935.9529,-102,4.00,-102.0,4.0
4,2026-06-01 20:30:48,3.31,34.21,149.35,327.67,0.00,19.44,20.91,935.9744,-104,2.50,-104.0,2.5
4,2026-06-01 20:40:48,1.81,17.45,74.25,327.67,0.00,19.26,20.83,935.9564,-102,2.75,-102.0,2.75
4,2026-06-01 20:50:48,2.60,25.62,110.73,327.67,0.00,19.06,21.19,935.9291,-104,2.25,-104.0,2.25
4,2026-06-01 21:00:48,2.12,20.56,88.81,327.67,0.00,18.49,21.21,935.8400,-101,3.25,-101.0,3.25
4,2026-06-01 21:10:48,1.94,19.33,84.48,327.67,0.00,18.85,21.19,935.8291,-106,0.75,-106.0,0.75
4,2026-06-01 21:20:48,0.85,7.86,34.10,327.67,0.00,18.58,21.18,935.9183,-104,2.50,-104.0,2.5
4,2026-06-01 21:30:48,0.97,9.19,38.69,327.67,0.00,17.73,22.20,935.9069,-104,3.25,-104.0,3.25
4,2026-06-01 21:40:48,0.24,1.07,5.09,63.84,0.00,15.61,24.95,935.9748,-103,2.25,-103.0,2.25
4,2026-06-01 22:00:48,0.44,2.62,10.38,248.97,0.00,14.58,26.54,936.0640,-103,1.75,-103.0,1.75
4,2026-06-01 22:10:48,0.30,1.36,5.65,203.70,0.00,14.25,26.91,936.1067,-103,2.00,-103.0,2.0
4,2026-06-01 22:20:48,1.18,10.52,48.68,327.67,0.00,13.95,27.54,936.1001,-102,2.75,-102.0,2.75
4,2026-06-01 22:30:48,0.30,1.47,6.93,160.43,0.00,13.90,27.45,936.1952,-104,2.75,-104.0,2.75
4,2026-06-01 22:50:48,0.33,1.49,5.57,234.02,0.00,13.49,28.33,936.1730,-103,3.00,-103.0,3.0
4,2026-06-01 23:00:48,0.23,0.35,1.38,27.15,0.00,13.06,28.99,936.2617,-105,2.25,-105.0,2.25
4,2026-06-01 23:10:48,0.25,0.61,1.90,63.25,0.00,12.85,29.29,936.2035,-103,3.00,-103.0,3.0
4,2026-06-01 23:20:48,0.41,2.45,11.31,327.67,0.00,13.11,28.88,936.1280,-102,3.00,-102.0,3.0
4,2026-06-01 23:30:48,0.23,0.41,1.27,29.88,0.00,12.96,28.37,936.1207,-103,3.25,-103.0,3.25
4,2026-06-01 23:40:48,0.51,4.03,20.78,327.67,0.00,12.59,29.17,936.1287,-103,2.75,-103.0,2.75
4,2026-06-01 23:50:48,0.29,1.16,5.70,111.43,0.00,12.67,28.81,936.1308,-104,2.50,-104.0,2.5
4,2026-06-02 00:00:48,0.33,1.58,6.42,101.06,0.00,12.31,29.52,936.1428,-105,1.75,-105.0,1.75
4,2026-06-02 00:20:48,1.44,14.40,70.78,327.67,0.00,12.43,28.87,936.0968,-106,0.75,-106.0,0.75
4,2026-06-02 00:40:48,0.24,0.50,1.80,24.96,0.00,11.19,33.75,936.1452,-103,1.75,-103.0,1.75
4,2026-06-02 01:00:48,0.91,7.91,54.40,327.67,0.00,10.84,32.82,936.0496,-103,2.25,-103.0,2.25
4,2026-06-02 01:10:48,0.39,2.20,9.10,149.19,0.00,10.66,33.55,936.0541,-105,1.25,-105.0,1.25
4,2026-06-02 01:20:48,0.28,0.70,3.69,80.00,0.00,10.61,33.35,935.9899,-104,1.00,-104.0,1.0
4,2026-06-02 02:00:48,0.27,0.50,2.05,26.75,0.00,8.81,40.88,935.9460,-103,2.25,-103.0,2.25
4,2026-06-02 02:30:48,0.26,0.58,4.58,32.77,0.00,7.64,44.70,935.8543,-106,0.50,-106.0,0.5
4,2026-06-02 02:40:48,0.25,0.56,4.24,44.08,0.00,7.44,44.99,935.7860,-104,2.50,-104.0,2.5
4,2026-06-02 02:50:48,0.24,0.58,3.98,50.85,0.00,7.34,44.69,935.6741,-106,0.75,-106.0,0.75
4,2026-06-02 03:20:48,0.26,0.56,2.88,30.41,0.00,7.05,47.22,935.3773,-104,1.75,-104.0,1.75
4,2026-06-02 03:40:48,0.26,0.53,2.53,26.50,0.00,6.48,48.98,935.3065,-104,2.50,-104.0,2.5
4,2026-06-02 04:10:48,0.25,0.56,3.44,34.40,0.00,7.54,43.15,935.2132,-103,2.75,-103.0,2.75
4,2026-06-02 04:30:48,0.26,0.58,3.65,29.08,0.00,7.15,45.87,935.1224,-103,2.75,-103.0,2.75
4,2026-06-02 04:40:48,0.26,0.67,3.87,34.74,0.00,6.42,48.46,934.9982,-104,2.50,-104.0,2.5
4,2026-06-02 04:50:48,0.24,0.51,2.67,27.67,0.00,6.79,48.01,934.9087,-103,2.75,-103.0,2.75
4,2026-06-02 05:00:48,0.28,0.63,3.72,35.61,0.00,6.78,48.10,934.8821,-103,2.75,-103.0,2.75
4,2026-06-02 05:10:48,0.29,0.60,2.13,30.19,0.00,6.70,48.19,934.8709,-103,2.00,-103.0,2.0
4,2026-06-02 05:20:48,0.28,0.54,3.35,30.05,0.87,6.33,49.31,934.8511,-104,2.75,-104.0,2.75
4,2026-06-02 05:30:48,0.25,0.52,3.37,28.17,0.00,5.89,49.40,934.7448,-104,3.25,-104.0,3.25
4,2026-06-02 05:40:48,0.27,0.61,2.70,34.72,0.00,5.90,50.34,934.7005,-104,2.00,-104.0,2.0
4,2026-06-02 05:50:48,0.28,0.61,3.75,29.75,0.28,6.37,49.05,934.6651,-104,2.50,-104.0,2.5
4,2026-06-02 06:10:48,0.25,0.52,2.53,27.12,0.00,7.62,46.94,934.5171,-104,2.75,-104.0,2.75
4,2026-06-02 06:30:48,0.25,0.44,2.27,29.01,0.00,8.79,43.83,934.4293,-103,3.25,-103.0,3.25
4,2026-06-02 07:00:48,0.23,0.42,2.05,26.12,0.00,11.19,37.98,934.3254,-103,2.25,-103.0,2.25
4,2026-06-02 07:10:48,0.21,0.40,2.38,31.10,0.00,11.09,37.97,934.2584,-102,3.00,-102.0,3.0
4,2026-06-02 07:20:48,0.21,0.38,1.63,24.70,0.00,10.73,38.08,934.2263,-103,2.50,-103.0,2.5
4,2026-06-02 07:30:48,0.20,0.37,2.10,26.91,0.00,10.69,38.30,934.1512,-103,3.50,-103.0,3.5
4,2026-06-02 07:40:48,0.19,0.29,1.22,17.06,0.00,10.96,37.96,934.1423,-102,3.50,-102.0,3.5
4,2026-06-02 07:50:48,0.20,0.36,1.67,22.61,0.00,11.00,37.40,934.0917,-101,3.75,-101.0,3.75
4,2026-06-02 08:00:48,0.21,0.42,1.62,25.59,0.00,11.49,36.52,934.0022,-102,3.50,-102.0,3.5
4,2026-06-02 08:10:48,0.20,0.34,1.70,30.83,0.00,12.71,34.66,933.9230,-101,3.50,-101.0,3.5
4,2026-06-02 08:20:48,0.19,0.34,1.90,28.70,0.00,14.30,31.46,933.8774,-102,4.00,-102.0,4.0
4,2026-06-02 08:30:48,0.18,0.31,1.95,31.70,0.00,16.32,28.02,933.8359,-103,3.00,-103.0,3.0
4,2026-06-02 08:40:48,0.21,0.35,1.37,25.76,0.00,17.36,26.17,933.7473,-102,3.50,-102.0,3.5
4,2026-06-02 08:50:48,0.18,0.33,1.50,50.43,0.00,18.00,25.19,933.6423,-102,3.50,-102.0,3.5
4,2026-06-02 09:00:48,0.17,0.31,1.39,28.25,4.86,18.20,24.32,933.5740,-101,3.50,-101.0,3.5
4,2026-06-02 09:10:48,0.19,0.38,2.28,26.02,0.79,18.80,22.86,933.4800,-102,4.00,-102.0,4.0
4,2026-06-02 09:20:48,0.18,0.33,1.57,26.81,0.00,19.32,22.66,933.3460,-102,4.00,-102.0,4.0
4,2026-06-02 09:30:48,0.17,0.31,1.37,29.54,0.84,19.51,21.75,933.2982,-102,4.00,-102.0,4.0
4,2026-06-02 09:40:48,0.17,0.31,1.12,31.51,0.00,20.05,21.27,933.2211,-103,3.75,-103.0,3.75
4,2026-06-02 09:50:48,0.17,0.33,1.28,17.62,1.19,20.38,20.88,933.0832,-101,3.75,-101.0,3.75
4,2026-06-02 10:10:48,0.16,0.30,1.68,26.50,2.33,20.70,20.50,932.9438,-103,3.25,-103.0,3.25
4,2026-06-02 10:20:48,0.19,0.30,1.47,23.93,0.00,21.49,20.31,932.8464,-103,3.25,-103.0,3.25
4,2026-06-02 10:30:48,0.17,0.31,1.22,24.02,1.64,21.94,18.87,932.7449,-103,3.75,-103.0,3.75
4,2026-06-02 10:40:48,0.20,0.34,1.29,35.87,0.00,22.02,19.06,932.6493,-102,3.50,-102.0,3.5
4,2026-06-02 10:50:48,0.19,0.28,1.16,26.52,1.12,22.23,17.65,932.5716,-103,3.00,-103.0,3.0
4,2026-06-02 11:00:48,0.20,0.30,1.77,32.39,5.19,22.56,17.92,932.4099,-101,3.75,-101.0,3.75
4,2026-06-02 11:10:48,0.22,0.36,1.61,29.05,1.27,22.78,18.00,932.2404,-101,4.25,-101.0,4.25
4,2026-06-02 11:20:48,0.17,0.24,1.49,30.46,0.76,23.77,16.11,932.1193,-102,3.75,-102.0,3.75
4,2026-06-02 11:30:48,0.18,0.25,0.67,16.68,0.24,24.17,15.83,932.0253,-102,4.25,-102.0,4.25
4,2026-06-02 11:40:48,0.20,0.33,1.42,18.69,0.00,24.69,15.25,931.8648,-102,3.75,-102.0,3.75
4,2026-06-02 11:50:48,0.20,0.29,1.42,27.72,0.85,24.72,15.92,931.7695,-105,2.75,-105.0,2.75
4,2026-06-02 12:00:48,0.20,0.30,0.88,27.30,0.00,24.44,16.52,931.6699,-103,4.00,-103.0,4.0
4,2026-06-02 12:10:48,0.19,0.31,0.97,27.69,0.32,25.58,15.07,931.5101,-103,2.50,-103.0,2.5
